pool,trigger_gap_bps,base_fee_bps,start_concession_bps,concession_growth_bps_per_sec,max_fee_bps,recapture_pct,auction_clear_rate,mean_solver_payout_bps,n_trigger_events,lp_net_quote_token,fixed_fee_v3_recapture_pct,reprice_execution_rate,window_count,pools_outperforming_baseline,mean_recapture_across_pools,std_recapture_across_pools
weth_usdc_3000,5.0,1.0,100.0,5.0,500.0,98.994674110678,1.0,99.98735065252282,1298,-34523.8112344775,52.57093093406248,1.0,31,4,98.50496667894745,0.8157574665568841
weth_usdc_3000,5.0,1.0,100.0,5.0,2500.0,98.994674110678,1.0,99.98735065252282,1298,-34523.8112344775,52.57093093406248,1.0,31,4,98.99363495770271,0.004312565764379665
weth_usdc_3000,5.0,1.0,100.0,5.0,5000.0,98.994674110678,1.0,99.98735065252282,1298,-34523.8112344775,52.57093093406248,1.0,31,4,98.99363495770271,0.004312565764379665
weth_usdc_3000,5.0,5.0,10.0,0.5,500.0,99.86947174272764,0.9026162790697675,13.05282572723548,1376,-4482.912805369442,52.57093093406248,0.9026162790697675,31,4,99.8541317175546,0.01841975367967988
weth_usdc_3000,5.0,5.0,10.0,0.5,2500.0,99.86947174272764,0.9026162790697675,13.05282572723548,1376,-4482.912805369442,52.57093093406248,0.9026162790697675,31,4,99.8694102976685,0.02103560241269346
weth_usdc_3000,5.0,5.0,10.0,0.5,5000.0,99.86947174272764,0.9026162790697675,13.05282572723548,1376,-4482.912805369442,52.57093093406248,0.9026162790697675,31,4,99.8694102976685,0.02103560241269346
weth_usdc_3000,5.0,5.0,10.0,1.0,500.0,99.83894348545529,0.9026162790697675,16.10565145447096,1376,-5531.387046209838,52.57093093406248,0.9026162790697675,31,4,99.80826236613436,0.03684061362237348
weth_usdc_3000,5.0,5.0,10.0,1.0,2500.0,99.83894348545529,0.9026162790697675,16.10565145447096,1376,-5531.387046209838,52.57093093406248,0.9026162790697675,31,4,99.83881952636216,0.042072949917041594
weth_usdc_3000,5.0,5.0,10.0,1.0,5000.0,99.83894348545529,0.9026162790697675,16.10565145447096,1376,-5531.387046209838,52.57093093406248,0.9026162790697675,31,4,99.83881952636216,0.042072949917041594
weth_usdc_3000,5.0,5.0,10.0,5.0,500.0,99.59504736942907,0.9026162790697675,40.49526305709267,1376,-13907.849312402745,52.57093093406248,0.9026162790697675,31,4,99.08542191081604,0.7348204160711527
weth_usdc_3000,5.0,5.0,10.0,5.0,2500.0,99.59504736942907,0.9026162790697675,40.49526305709267,1376,-13907.849312402745,52.57093093406248,0.9026162790697675,31,4,99.59454594256921,0.20978838055148677
weth_usdc_3000,5.0,5.0,10.0,5.0,5000.0,99.59504736942907,0.9026162790697675,40.49526305709267,1376,-13907.849312402745,52.57093093406248,0.9026162790697675,31,4,99.59454594256921,0.20978838055148677
weth_usdc_3000,5.0,5.0,30.0,0.5,500.0,99.66947565033878,0.9026162790697675,33.0524349661222,1376,-11351.655729923837,52.57093093406248,0.9026162790697675,31,4,99.65413512009106,0.018418057420076513
weth_usdc_3000,5.0,5.0,30.0,0.5,2500.0,99.66947565033878,0.9026162790697675,33.0524349661222,1376,-11351.655729923837,52.57093093406248,0.9026162790697675,31,4,99.66941370020496,0.02103164545446316
weth_usdc_3000,5.0,5.0,30.0,0.5,5000.0,99.66947565033878,0.9026162790697675,33.0524349661222,1376,-11351.655729923837,52.57093093406248,0.9026162790697675,31,4,99.66941370020496,0.02103164545446316
weth_usdc_3000,5.0,5.0,30.0,1.0,500.0,99.63894739306642,0.9026162790697675,36.10526069335768,1376,-12400.129970764234,52.57093093406248,0.9026162790697675,31,4,99.60826576867082,0.03683891705583682
weth_usdc_3000,5.0,5.0,30.0,1.0,2500.0,99.63894739306642,0.9026162790697675,36.10526069335768,1376,-12400.129970764234,52.57093093406248,0.9026162790697675,31,4,99.63882292889862,0.04206899296147152
weth_usdc_3000,5.0,5.0,30.0,1.0,5000.0,99.63894739306642,0.9026162790697675,36.10526069335768,1376,-12400.129970764234,52.57093093406248,0.9026162790697675,31,4,99.63882292889862,0.04206899296147152
weth_usdc_3000,5.0,5.0,30.0,5.0,500.0,99.39505748500414,0.9026162790697675,60.494251499585715,1376,-20776.379028249623,52.57093093406248,0.9026162790697675,31,4,98.88543460618735,0.7348241450292895
weth_usdc_3000,5.0,5.0,30.0,5.0,2500.0,99.39505748500414,0.9026162790697675,60.494251499585715,1376,-20776.379028249623,52.57093093406248,0.9026162790697675,31,4,99.39455854388584,0.20977276439887574
weth_usdc_3000,5.0,5.0,30.0,5.0,5000.0,99.39505748500414,0.9026162790697675,60.494251499585715,1376,-20776.379028249623,52.57093093406248,0.9026162790697675,31,4,99.39455854388584,0.20977276439887574
weth_usdc_3000,5.0,5.0,100.0,0.5,500.0,98.96949602957042,0.9026162790697675,103.05039704295784,1376,-35392.02576943643,52.57093093406248,0.9026162790697675,31,4,98.95415082999547,0.01841491720935258
weth_usdc_3000,5.0,5.0,100.0,0.5,2500.0,98.96949602957042,0.9026162790697675,103.05039704295784,1376,-35392.02576943643,52.57093093406248,0.9026162790697675,31,4,98.96942883257572,0.021019010229930038
weth_usdc_3000,5.0,5.0,100.0,0.5,5000.0,98.96949602957042,0.9026162790697675,103.05039704295784,1376,-35392.02576943643,52.57093093406248,0.9026162790697675,31,4,98.96942883257572,0.021019010229930038
weth_usdc_3000,5.0,5.0,100.0,1.0,500.0,98.93896777229807,0.9026162790697675,106.10322277019333,1376,-36440.50001027683,52.57093093406248,0.9026162790697675,31,4,98.90828147857525,0.03683577323325053
weth_usdc_3000,5.0,5.0,100.0,1.0,2500.0,98.93896777229807,0.9026162790697675,106.10322277019333,1376,-36440.50001027683,52.57093093406248,0.9026162790697675,31,4,98.9388380612694,0.0420563576474254
weth_usdc_3000,5.0,5.0,100.0,1.0,5000.0,98.93896777229807,0.9026162790697675,106.10322277019333,1376,-36440.50001027683,52.57093093406248,0.9026162790697675,31,4,98.9388380612694,0.0420563576474254
weth_usdc_3000,5.0,5.0,100.0,5.0,500.0,98.69509959210957,0.9026162790697675,130.49004078904352,1376,-44816.00283728592,52.57093093406248,0.9026162790697675,31,4,98.18548382313047,0.7348371039426598
weth_usdc_3000,5.0,5.0,100.0,5.0,2500.0,98.69509959210957,0.9026162790697675,130.49004078904352,1376,-44816.00283728592,52.57093093406248,0.9026162790697675,31,4,98.69460673616197,0.209720077414285
weth_usdc_3000,5.0,5.0,100.0,5.0,5000.0,98.69509959210957,0.9026162790697675,130.49004078904352,1376,-44816.00283728592,52.57093093406248,0.9026162790697675,31,4,98.69460673616197,0.209720077414285
weth_usdc_3000,5.0,30.0,10.0,0.5,500.0,99.2134692844758,0.22249752229930625,78.6530715524189,2018,-27078.022861464997,52.57093093406248,0.22249752229930625,31,0,99.31649009634123,0.21819182346834962
weth_usdc_3000,5.0,30.0,10.0,0.5,2500.0,99.2134692844758,0.22249752229930625,78.6530715524189,2018,-27078.022861464997,52.57093093406248,0.22249752229930625,31,0,99.39034924286487,0.28941902392558855
weth_usdc_3000,5.0,30.0,10.0,0.5,5000.0,99.2134692844758,0.22249752229930625,78.6530715524189,2018,-27078.022861464997,52.57093093406248,0.22249752229930625,31,0,99.39034924286487,0.28941902392558855
weth_usdc_3000,5.0,30.0,10.0,1.0,500.0,98.5344598947962,0.22249752229930625,146.55401052038042,2018,-50454.391277847026,52.57093093406248,0.22249752229930625,31,0,98.74021239332039,0.43330088197473676
weth_usdc_3000,5.0,30.0,10.0,1.0,2500.0,98.5344598947962,0.22249752229930625,146.55401052038042,2018,-50454.391277847026,52.57093093406248,0.22249752229930625,31,0,98.8871493848853,0.5750690895396777
weth_usdc_3000,5.0,30.0,10.0,1.0,5000.0,98.5344598947962,0.22249752229930625,146.55401052038042,2018,-50454.391277847026,52.57093093406248,0.22249752229930625,31,0,98.8871493848853,0.5750690895396777
weth_usdc_3000,5.0,30.0,10.0,5.0,500.0,93.33367666869457,0.22249752229930625,666.6323331305435,2018,-229502.61446141152,52.57093093406248,0.22249752229930625,31,0,94.13442202562794,1.7370559653504463
weth_usdc_3000,5.0,30.0,10.0,5.0,2500.0,93.33367666869457,0.22249752229930625,666.6323331305435,2018,-229502.61446141152,52.57093093406248,0.22249752229930625,31,0,95.12921913158812,2.7072390448598616
weth_usdc_3000,5.0,30.0,10.0,5.0,5000.0,93.33367666869457,0.22249752229930625,666.6323331305435,2018,-229502.61446141152,52.57093093406248,0.22249752229930625,31,0,95.12921913158812,2.7072390448598616
weth_usdc_3000,5.0,30.0,30.0,0.5,500.0,99.0145435724252,0.22249752229930625,98.54564275748099,2018,-33926.47120852038,52.57093093406248,0.22249752229930625,31,0,99.1176833283901,0.21748645285957305
weth_usdc_3000,5.0,30.0,30.0,0.5,2500.0,99.0145435724252,0.22249752229930625,98.54564275748099,2018,-33926.47120852038,52.57093093406248,0.22249752229930625,31,0,99.19143707551567,0.2886413010819413
weth_usdc_3000,5.0,30.0,30.0,0.5,5000.0,99.0145435724252,0.22249752229930625,98.54564275748099,2018,-33926.47120852038,52.57093093406248,0.22249752229930625,31,0,99.19143707551567,0.2886413010819413
weth_usdc_3000,5.0,30.0,30.0,1.0,500.0,98.33616720472142,0.22249752229930625,166.38327952785735,2018,-57281.04647277803,52.57093093406248,0.22249752229930625,31,0,98.54193371598355,0.43266777580563204
weth_usdc_3000,5.0,30.0,30.0,1.0,2500.0,98.33616720472142,0.22249752229930625,166.38327952785735,2018,-57281.04647277803,52.57093093406248,0.22249752229930625,31,0,98.68866745250226,0.5742619403067987
weth_usdc_3000,5.0,30.0,30.0,1.0,5000.0,98.33616720472142,0.22249752229930625,166.38327952785735,2018,-57281.04647277803,52.57093093406248,0.22249752229930625,31,0,98.68866745250226,0.5742619403067987
weth_usdc_3000,5.0,30.0,30.0,5.0,500.0,93.14154363813256,0.22249752229930625,685.8456361867437,2018,-236117.210040852,52.57093093406248,0.22249752229930625,31,0,93.94405579330083,1.732275137926846
weth_usdc_3000,5.0,30.0,30.0,5.0,2500.0,93.14154363813256,0.22249752229930625,685.8456361867437,2018,-236117.210040852,52.57093093406248,0.22249752229930625,31,0,94.93805408063088,2.7020178624388254
weth_usdc_3000,5.0,30.0,30.0,5.0,5000.0,93.14154363813256,0.22249752229930625,685.8456361867437,2018,-236117.210040852,52.57093093406248,0.22249752229930625,31,0,94.93805408063088,2.7020178624388254
weth_usdc_3000,5.0,30.0,100.0,0.5,500.0,98.32147203883204,0.22249752229930625,167.85279611679528,2018,-57786.959376179955,52.57093093406248,0.22249752229930625,31,0,98.42431000178978,0.2154782313816516
weth_usdc_3000,5.0,30.0,100.0,0.5,2500.0,98.32147203883204,0.22249752229930625,167.85279611679528,2018,-57786.959376179955,52.57093093406248,0.22249752229930625,31,0,98.49723194106849,0.2859027469493697
weth_usdc_3000,5.0,30.0,100.0,0.5,5000.0,98.32147203883204,0.22249752229930625,167.85279611679528,2018,-57786.959376179955,52.57093093406248,0.22249752229930625,31,0,98.49723194106849,0.2859027469493697
weth_usdc_3000,5.0,30.0,100.0,1.0,500.0,97.64480925484358,0.22249752229930625,235.51907451564136,2018,-81082.54081082335,52.57093093406248,0.22249752229930625,31,0,97.85067380386438,0.4313131348621431
weth_usdc_3000,5.0,30.0,100.0,1.0,2500.0,97.64480925484358,0.22249752229930625,235.51907451564136,2018,-81082.54081082335,52.57093093406248,0.22249752229930625,31,0,97.99610275537286,0.5717289705943859
weth_usdc_3000,5.0,30.0,100.0,1.0,5000.0,97.64480925484358,0.22249752229930625,235.51907451564136,2018,-81082.54081082335,52.57093093406248,0.22249752229930625,31,0,97.99610275537286,0.5717289705943859
weth_usdc_3000,5.0,30.0,100.0,5.0,500.0,92.47223125701662,0.22249752229930625,752.776874298338,2018,-259159.7379416733,52.57093093406248,0.22249752229930625,31,0,93.28130507121499,1.7141854911862053
weth_usdc_3000,5.0,30.0,100.0,5.0,2500.0,92.47223125701662,0.22249752229930625,752.776874298338,2018,-259159.7379416733,52.57093093406248,0.22249752229930625,31,0,94.27217030329516,2.682064265934059
weth_usdc_3000,5.0,30.0,100.0,5.0,5000.0,92.47223125701662,0.22249752229930625,752.776874298338,2018,-259159.7379416733,52.57093093406248,0.22249752229930625,31,0,94.27217030329516,2.682064265934059
weth_usdc_3000,10.0,1.0,10.0,0.5,500.0,99.83459125889604,1.0,9.990648819308454,1239,-5680.287571483017,52.57093093406248,1.0,31,4,99.79198498366716,0.06294582841783512
weth_usdc_3000,10.0,1.0,10.0,0.5,2500.0,99.83459125889604,1.0,9.990648819308454,1239,-5680.287571483017,52.57093093406248,1.0,31,4,99.811554852861,0.07502630555476904
weth_usdc_3000,10.0,1.0,10.0,0.5,5000.0,99.83459125889604,1.0,9.990648819308454,1239,-5680.287571483017,52.57093093406248,1.0,31,4,99.811554852861,0.07502630555476904
weth_usdc_3000,10.0,1.0,10.0,1.0,500.0,99.83459125889604,1.0,9.990648819308454,1239,-5680.287571483017,52.57093093406248,1.0,31,4,99.77945913893824,0.06076588140013717
weth_usdc_3000,10.0,1.0,10.0,1.0,2500.0,99.83459125889604,1.0,9.990648819308454,1239,-5680.287571483017,52.57093093406248,1.0,31,4,99.811554852861,0.07502630555476904
weth_usdc_3000,10.0,1.0,10.0,1.0,5000.0,99.83459125889604,1.0,9.990648819308454,1239,-5680.287571483017,52.57093093406248,1.0,31,4,99.811554852861,0.07502630555476904
weth_usdc_3000,10.0,1.0,10.0,5.0,500.0,99.83459125889604,1.0,9.990648819308454,1239,-5680.287571483017,52.57093093406248,1.0,31,4,99.31794586926594,0.7845215294826339
weth_usdc_3000,10.0,1.0,10.0,5.0,2500.0,99.83459125889604,1.0,9.990648819308454,1239,-5680.287571483017,52.57093093406248,1.0,31,4,99.811554852861,0.07502630555476904
weth_usdc_3000,10.0,1.0,10.0,5.0,5000.0,99.83459125889604,1.0,9.990648819308454,1239,-5680.287571483017,52.57093093406248,1.0,31,4,99.811554852861,0.07502630555476904
weth_usdc_3000,10.0,1.0,30.0,0.5,500.0,99.63477828250987,1.0,29.971946457925366,1239,-12542.048073450684,52.57093093406248,1.0,31,4,99.59225581765192,0.06275375643156031
weth_usdc_3000,10.0,1.0,30.0,0.5,2500.0,99.63477828250987,1.0,29.971946457925366,1239,-12542.048073450684,52.57093093406248,1.0,31,4,99.6118057129673,0.07481414034260461
weth_usdc_3000,10.0,1.0,30.0,0.5,5000.0,99.63477828250987,1.0,29.971946457925366,1239,-12542.048073450684,52.57093093406248,1.0,31,4,99.6118057129673,0.07481414034260461
weth_usdc_3000,10.0,1.0,30.0,1.0,500.0,99.63477828250987,1.0,29.971946457925366,1239,-12542.048073450684,52.57093093406248,1.0,31,4,99.579729972923,0.06059849869093603
weth_usdc_3000,10.0,1.0,30.0,1.0,2500.0,99.63477828250987,1.0,29.971946457925366,1239,-12542.048073450684,52.57093093406248,1.0,31,4,99.6118057129673,0.07481414034260461
weth_usdc_3000,10.0,1.0,30.0,1.0,5000.0,99.63477828250987,1.0,29.971946457925366,1239,-12542.048073450684,52.57093093406248,1.0,31,4,99.6118057129673,0.07481414034260461
weth_usdc_3000,10.0,1.0,30.0,5.0,500.0,99.63477828250987,1.0,29.971946457925366,1239,-12542.048073450684,52.57093093406248,1.0,31,4,99.11821210239408,0.7846090807060321
weth_usdc_3000,10.0,1.0,30.0,5.0,2500.0,99.63477828250987,1.0,29.971946457925366,1239,-12542.048073450684,52.57093093406248,1.0,31,4,99.6118057129673,0.07481414034260461
weth_usdc_3000,10.0,1.0,30.0,5.0,5000.0,99.63477828250987,1.0,29.971946457925366,1239,-12542.048073450684,52.57093093406248,1.0,31,4,99.6118057129673,0.07481414034260461
weth_usdc_3000,10.0,1.0,100.0,0.5,500.0,98.93543286515828,1.0,99.90648819308454,1239,-36558.20983033751,52.57093093406248,1.0,31,4,98.89320373659864,0.062081846062351155
weth_usdc_3000,10.0,1.0,100.0,0.5,2500.0,98.93543286515828,1.0,99.90648819308454,1239,-36558.20983033751,52.57093093406248,1.0,31,4,98.91268372333938,0.07407156218372717
weth_usdc_3000,10.0,1.0,100.0,0.5,5000.0,98.93543286515828,1.0,99.90648819308454,1239,-36558.20983033751,52.57093093406248,1.0,31,4,98.91268372333938,0.07407156218372717
weth_usdc_3000,10.0,1.0,100.0,1.0,500.0,98.93543286515828,1.0,99.90648819308454,1239,-36558.20983033751,52.57093093406248,1.0,31,4,98.88067789186971,0.06001417710438667
weth_usdc_3000,10.0,1.0,100.0,1.0,2500.0,98.93543286515828,1.0,99.90648819308454,1239,-36558.20983033751,52.57093093406248,1.0,31,4,98.91268372333938,0.07407156218372717
weth_usdc_3000,10.0,1.0,100.0,1.0,5000.0,98.93543286515828,1.0,99.90648819308454,1239,-36558.20983033751,52.57093093406248,1.0,31,4,98.91268372333938,0.07407156218372717
weth_usdc_3000,10.0,1.0,100.0,5.0,500.0,98.93543286515828,1.0,99.90648819308454,1239,-36558.20983033751,52.57093093406248,1.0,31,4,98.4191439183426,0.7849158455080147
weth_usdc_3000,10.0,1.0,100.0,5.0,2500.0,98.93543286515828,1.0,99.90648819308454,1239,-36558.20983033751,52.57093093406248,1.0,31,4,98.91268372333938,0.07407156218372717
weth_usdc_3000,10.0,1.0,100.0,5.0,5000.0,98.93543286515828,1.0,99.90648819308454,1239,-36558.20983033751,52.57093093406248,1.0,31,4,98.91268372333938,0.07407156218372717
weth_usdc_3000,10.0,5.0,10.0,0.5,500.0,99.9,1.0,10.0,1242,-3434.438564529046,52.57093093406248,1.0,31,4,99.8874770001531,0.019023045514984908
weth_usdc_3000,10.0,5.0,10.0,0.5,2500.0,99.9,1.0,10.0,1242,-3434.438564529046,52.57093093406248,1.0,31,4,99.90000106897482,1.8515186967826002e-06
weth_usdc_3000,10.0,5.0,10.0,0.5,5000.0,99.9,1.0,10.0,1242,-3434.438564529046,52.57093093406248,1.0,31,4,99.90000106897482,1.8515186967826002e-06
weth_usdc_3000,10.0,5.0,10.0,1.0,500.0,99.9,1.0,10.0,1242,-3434.438564529046,52.57093093406248,1.0,31,4,99.87495293133138,0.038045387114860954
weth_usdc_3000,10.0,5.0,10.0,1.0,2500.0,99.9,1.0,10.0,1242,-3434.438564529046,52.57093093406248,1.0,31,4,99.90000106897482,1.8515186967826002e-06
weth_usdc_3000,10.0,5.0,10.0,1.0,5000.0,99.9,1.0,10.0,1242,-3434.438564529046,52.57093093406248,1.0,31,4,99.90000106897482,1.8515186967826002e-06
weth_usdc_3000,10.0,5.0,10.0,5.0,500.0,99.9,1.0,10.0,1242,-3434.438564529046,52.57093093406248,1.0,31,4,99.4118893819466,0.8179578525029801
weth_usdc_3000,10.0,5.0,10.0,5.0,2500.0,99.9,1.0,10.0,1242,-3434.438564529046,52.57093093406248,1.0,31,4,99.90000106897482,1.8515186967826002e-06
weth_usdc_3000,10.0,5.0,10.0,5.0,5000.0,99.9,1.0,10.0,1242,-3434.438564529046,52.57093093406248,1.0,31,4,99.90000106897482,1.8515186967826002e-06
weth_usdc_3000,10.0,5.0,30.0,0.5,500.0,99.70000390761113,1.0,29.99960923888672,1242,-10303.181489083441,52.57093093406248,1.0,31,4,99.68748040268956,0.01902528625568521
weth_usdc_3000,10.0,5.0,30.0,0.5,2500.0,99.70000390761113,1.0,29.99960923888672,1242,-10303.181489083441,52.57093093406248,1.0,31,4,99.70000447151128,5.715951122209863e-06
weth_usdc_3000,10.0,5.0,30.0,0.5,5000.0,99.70000390761113,1.0,29.99960923888672,1242,-10303.181489083441,52.57093093406248,1.0,31,4,99.70000447151128,5.715951122209863e-06
weth_usdc_3000,10.0,5.0,30.0,1.0,500.0,99.70000390761113,1.0,29.99960923888672,1242,-10303.181489083441,52.57093093406248,1.0,31,4,99.67495633386783,0.03804762757869151
weth_usdc_3000,10.0,5.0,30.0,1.0,2500.0,99.70000390761113,1.0,29.99960923888672,1242,-10303.181489083441,52.57093093406248,1.0,31,4,99.70000447151128,5.715951122209863e-06
weth_usdc_3000,10.0,5.0,30.0,1.0,5000.0,99.70000390761113,1.0,29.99960923888672,1242,-10303.181489083441,52.57093093406248,1.0,31,4,99.70000447151128,5.715951122209863e-06
weth_usdc_3000,10.0,5.0,30.0,5.0,500.0,99.70000390761113,1.0,29.99960923888672,1242,-10303.181489083441,52.57093093406248,1.0,31,4,99.21189278448306,0.8179598829625784
weth_usdc_3000,10.0,5.0,30.0,5.0,2500.0,99.70000390761113,1.0,29.99960923888672,1242,-10303.181489083441,52.57093093406248,1.0,31,4,99.70000447151128,5.715951122209863e-06
weth_usdc_3000,10.0,5.0,30.0,5.0,5000.0,99.70000390761113,1.0,29.99960923888672,1242,-10303.181489083441,52.57093093406248,1.0,31,4,99.70000447151128,5.715951122209863e-06
weth_usdc_3000,10.0,5.0,100.0,0.5,500.0,99.00002428684277,1.0,99.99757131572237,1242,-34343.55152859604,52.57093093406248,1.0,31,4,98.98749609949489,0.019034027920701815
weth_usdc_3000,10.0,5.0,100.0,0.5,2500.0,99.00002428684277,1.0,99.99757131572237,1242,-34343.55152859604,52.57093093406248,1.0,31,4,99.00001959676362,1.855151773589936e-05
weth_usdc_3000,10.0,5.0,100.0,0.5,5000.0,99.00002428684277,1.0,99.99757131572237,1242,-34343.55152859604,52.57093093406248,1.0,31,4,99.00001959676362,1.855151773589936e-05
weth_usdc_3000,10.0,5.0,100.0,1.0,500.0,99.00002428684277,1.0,99.99757131572237,1242,-34343.55152859604,52.57093093406248,1.0,31,4,98.97497203067316,0.03805636706246341
weth_usdc_3000,10.0,5.0,100.0,1.0,2500.0,99.00002428684277,1.0,99.99757131572237,1242,-34343.55152859604,52.57093093406248,1.0,31,4,99.00001959676362,1.855151773589936e-05
weth_usdc_3000,10.0,5.0,100.0,1.0,5000.0,99.00002428684277,1.0,99.99757131572237,1242,-34343.55152859604,52.57093093406248,1.0,31,4,99.00001959676362,1.855151773589936e-05
weth_usdc_3000,10.0,5.0,100.0,5.0,500.0,99.00002428684277,1.0,99.99757131572237,1242,-34343.55152859604,52.57093093406248,1.0,31,4,98.51190839934449,0.8179681333579462
weth_usdc_3000,10.0,5.0,100.0,5.0,2500.0,99.00002428684277,1.0,99.99757131572237,1242,-34343.55152859604,52.57093093406248,1.0,31,4,99.00001959676362,1.855151773589936e-05
weth_usdc_3000,10.0,5.0,100.0,5.0,5000.0,99.00002428684277,1.0,99.99757131572237,1242,-34343.55152859604,52.57093093406248,1.0,31,4,99.00001959676362,1.855151773589936e-05
weth_usdc_3000,10.0,30.0,10.0,0.5,500.0,99.23072233996427,0.24062165058949625,76.92776600357313,1866,-26484.049070326746,52.57093093406248,0.24062165058949625,31,0,99.33228689370391,0.21284201678844464
weth_usdc_3000,10.0,30.0,10.0,0.5,2500.0,99.23072233996427,0.24062165058949625,76.92776600357313,1866,-26484.049070326746,52.57093093406248,0.24062165058949625,31,0,99.4042946204595,0.28247741638734625
